seed,ef,pop,yield,herd
1, 0.330188679245283,510,688.1900606447178,89
2, 0.4351851851851852,510,701.2204545444056,90
3, 0.3853211009174312,510,701.5204975821383,89
4, 0.411214953271028,510,704.3055281753246,91
5, 0.37735849056603776,510,700.539093367772,90
6, 0.3333333333333333,510,660.2683466145315,89
7, 0.45535714285714285,510,699.989792015719,91
8, 0.4090909090909091,510,680.2748520365848,89
9, 0.35135135135135137,510,659.823998000849,89
10, 0.41509433962264153,510,704.0820389633312,89
11, 0.3425925925925926,510,666.9308921954835,88
12, 0.47058823529411764,510,705.0034174548321,89
13, 0.36936936936936937,510,678.933879392067,89
14, 0.40186915887850466,510,714.1154727116144,89
15, 0.375,510,674.3361943413703,87
16, 0.37735849056603776,510,688.168798185737,87
17, 0.39622641509433965,510,689.1140548447423,86
18, 0.45794392523364486,510,705.9900013953762,89
19, 0.3302752293577982,510,667.2668712968353,88
20, 0.375,510,693.6892219793633,89
21, 0.4074074074074074,510,671.7366782800923,88
22, 0.37272727272727274,510,689.7599811941504,88
23, 0.35514018691588783,510,701.4012586286932,89
24, 0.29357798165137616,510,673.8822199823912,89
25, 0.35454545454545455,510,687.9529042561777,89
26, 0.38095238095238093,510,695.9036467967912,89
27, 0.37735849056603776,510,699.7979891319917,89
28, 0.4411764705882353,510,705.9879848928086,90
29, 0.3592233009708738,510,706.7804664324507,91
30, 0.4017857142857143,510,702.3274995898163,89
31, 0.38738738738738737,510,677.4733719103757,89
32, 0.3577981651376147,510,685.5271151786567,88
33, 0.35714285714285715,510,680.2858651317584,90
34, 0.4056603773584906,510,703.4071619904951,88
35, 0.34513274336283184,510,664.5662990554521,88
36, 0.38181818181818183,510,665.0146467546743,89
37, 0.34513274336283184,510,677.5155001914388,88
38, 0.3431372549019608,510,692.8086636354134,90
39, 0.44036697247706424,510,704.5443983058925,89
40, 0.36036036036036034,510,639.3676775963163,86
41, 0.3669724770642202,510,686.7330319323698,87
42, 0.4,510,703.639078992099,88
43, 0.3925233644859813,510,701.6802467617009,89
44, 0.330188679245283,510,687.151695891352,86
45, 0.4,510,669.2096907223937,90
46, 0.40186915887850466,510,679.754224141653,89
47, 0.4666666666666667,510,684.1380536470108,89
48, 0.38181818181818183,510,692.1836536341531,88
49, 0.36936936936936937,510,697.5567454032471,89
50, 0.3486238532110092,510,678.2360532324585,88
51, 0.4485981308411215,510,701.6899276412593,87
52, 0.37142857142857144,510,716.7670935970741,88
53, 0.3611111111111111,510,698.2890114232888,90
54, 0.3611111111111111,510,703.3620442926768,88
55, 0.43137254901960786,510,705.601726322561,90
56, 0.42727272727272725,510,702.1225701473572,89
57, 0.3963963963963964,510,683.837314606754,90
58, 0.411214953271028,510,708.9018442583966,90
59, 0.4056603773584906,510,682.7153233040874,90
60, 0.3090909090909091,510,678.6478350801177,89
61, 0.3333333333333333,510,689.2459911794228,88
62, 0.4036697247706422,510,705.645798086679,89
63, 0.4090909090909091,510,703.7869168375984,89
64, 0.4205607476635514,510,707.5160584793643,89
65, 0.41904761904761906,510,690.0633407283781,89
66, 0.4074074074074074,510,692.4726400184468,86
67, 0.41818181818181815,510,699.5756316450313,89
68, 0.3211009174311927,510,673.825153093738,85
69, 0.3490566037735849,510,673.8352903678889,88
70, 0.37142857142857144,510,687.0183143541989,89
71, 0.39090909090909093,510,700.8078083068926,87
72, 0.39285714285714285,510,693.9504880355439,90
73, 0.36936936936936937,510,691.5267027021631,89
74, 0.38738738738738737,510,673.0951162402654,87
75, 0.41346153846153844,510,701.2637003504786,88
76, 0.3644859813084112,510,689.666062191391,86
77, 0.37037037037037035,510,693.5911378792998,87
78, 0.35454545454545455,510,686.0731745560236,87
79, 0.40186915887850466,510,679.546300710819,87
80, 0.3425925925925926,510,696.124202130545,89
81, 0.37272727272727274,510,690.5922443991656,90
82, 0.36607142857142855,510,688.9248236396486,87
83, 0.2767857142857143,510,655.8137987229912,86
84, 0.42452830188679247,510,696.72546786161,91
85, 0.3644859813084112,510,690.4300387603312,90
86, 0.3619047619047619,510,687.8496786844147,87
87, 0.41904761904761906,510,705.908957945881,90
88, 0.4392523364485981,510,718.3819407839284,90
89, 0.4144144144144144,510,684.0586354787323,89
90, 0.3652173913043478,510,692.6288075452637,89
91, 0.4336283185840708,510,699.5156216098574,86
92, 0.36363636363636365,510,688.3278870478883,87
93, 0.41818181818181815,510,694.7384519085696,87
94, 0.37037037037037035,510,685.4686520198085,90
95, 0.3944954128440367,510,699.2247672118796,88
96, 0.39814814814814814,510,696.5743668961096,87
97, 0.44339622641509435,510,702.1717686158095,86
98, 0.33035714285714285,510,691.7509678085293,90
99, 0.4205607476635514,510,695.0068513648223,89
100, 0.375,510,686.1655547027535,89
