evolution$generation,evolution$evaluated,giniParcelles,croissanceDemographique,troupeau,giniTroupeau,malusFertilite,strategiePaturage,maxSacs,tauxArachideNourriture,ratioArachideSubsitence,objective$deltaPopulation,objective$deltaFertilite,evolution$samples,deltaFertilite,deltaPopulation
13000,182981,0.21434442554661573,6.81523911604236E-4,201.72619292113197,0.5224171152153909,0.1761837028575517,collectif,0.663570128370784,0.2223254616633028,0.41635490794093366,-0.421875,0.08866352999074739,30,"[0.08806124575049089,0.1296757136782801,0.21985215128100957,-0.05392357396595503,-0.008594980492422993,0.03789085971839971,0.2509877839468144,0.2445368193247203,0.06418970311776656,-0.001062672057551448,0.054198398212212236,0.3356995029737691,0.14607338730543173,0.0892658142310039,-0.07559540786867577,0.07705044381066044,0.12233383112358374,-0.010553198350952954,0.14510440495856947,-0.030758226776573735,0.1759944838948752,0.0623986907551573,-0.10983246454505932,0.15196050683902232,0.24444795829059424,0.07605935623272422,0.023937799432723717,0.10047754121248835,0.19982096246889794,0.27206354414028355]","[-0.39375,-0.375,-0.4375,-0.5,-0.43125,-0.41875,-0.4875,-0.35625,-0.4375,-0.45625,-0.41875,-0.35,-0.43125,-0.39375,-0.44375,-0.45,-0.425,-0.4375,-0.4375,-0.45625,-0.4,-0.41875,-0.4875,-0.4,-0.36875,-0.40625,-0.43125,-0.4125,-0.4125,-0.4]"
13000,182981,0.15837899194163613,0.010937473795210047,246.67203697236806,0.531192701230462,0.32563765114466003,collectif,1.6258573243066963,1.5010965541223042,0.8138127935804205,-0.075,0.05852193153824266,3,"[0.09848497144418634,0.05852193153824266,0.042998775774863926]","[-0.08125,-0.075,-0.0625]"
13000,182981,0.11506618638311625,0.010558607394079187,250.0,0.21703540036951974,0.5910808447300957,collectif,5.0,1.5701917302548438,0.5615456585162261,-0.1375,0.10344572375317375,20,"[0.10345196491763997,0.15766367767509537,0.08718590504785216,0.004656127202873211,0.18184274518022148,0.10343948258870753,0.07323964062614685,0.2194427608071962,-0.05753129926050905,0.24182985058995032,0.02888958378331666,0.2155766795393509,0.03694691206117563,0.08175848946071888,0.15757849260308224,0.06519076966968265,0.1467858490817833,0.028558431395465426,0.12369076405874087,0.17289709940775097]","[-0.13125,-0.09375,-0.1375,-0.16875,-0.1,-0.1375,-0.13125,-0.08125,-0.21875,-0.03125,-0.175,-0.0625,-0.16875,-0.15,-0.1375,-0.14375,-0.14375,-0.175,-0.13125,-0.11875]"
13000,182981,0.1612154003137592,0.011196775110246136,219.16993805673238,0.41079948165119384,0.4597497303846769,collectif,2.391018330659361,1.6709566041508201,0.8365518583725564,-0.06875,0.15569511424354315,30,"[0.15245476291098284,0.20291875035193604,0.17726187500898163,0.1814312825064227,0.15244870004167177,0.09875810614438925,0.27344961571032256,0.17573673321356462,0.12929996749216058,0.18351651863410756,0.1760924376119079,0.17700863775992617,0.06909274875511248,0.08119740210451672,0.1756965910898721,0.16706157416911535,0.15893546557610344,0.04773535183098116,-0.03262438891515573,0.022809669524813555,0.24047792536658574,0.11284765809629953,0.24481379119434785,0.08628548738201161,0.1392446772585802,0.1514604666797982,0.263271994573657,0.10229206013098978,0.10836088998997612,0.2705468089504145]","[-0.1125,-0.03125,-0.08125,-0.1125,-0.06875,-0.0875,-0.04375,-0.00625,-0.0625,-0.025,-0.01875,-0.06875,-0.11875,-0.06875,-0.0625,-0.06875,-0.05625,-0.125,-0.11875,-0.14375,-0.025,-0.075,-0.03125,-0.11875,-0.1,-0.0125,-0.025,-0.09375,-0.04375,-0.0375]"
13000,182981,0.13605623008475445,0.01907702765242763,226.6602541056279,0.24543004656819759,0.1597099901622781,collectif,2.2249659195611766,1.489563797279581,0.9273832933594685,0.0,0.12915544946849478,1,"[0.12915544946849478]","[0.0]"
13000,182981,0.24949964283621542,0.02,250.0,0.6,0.5561333840397806,collectif,4.994435245148262,2.0,1.0,0.0375,-0.10014990122720167,4,"[-0.11348768478545487,-0.08681211766894847,-0.17930934412590988,-0.04343530012806407]","[0.1,0.0375,0.0125,0.0375]"
13000,182981,0.1,0.02,249.86349476568756,0.196251486539048,0.0,collectif,3.9271875326228702,1.651058892208455,1.0,0.059375,0.09903667498094056,30,"[0.09289096374479343,0.057352181085380226,0.0992817965882991,0.09895270631653476,0.060941297962500744,0.11352009076649854,0.10853171042402228,0.07598813056837615,0.23649384587509245,0.007054655222087119,0.047415407666380686,0.18390533815823676,0.038443484052755925,0.13423814586751978,0.12532518914078153,-0.00789024929180013,0.2317273338483947,0.1604598959702317,-0.0014863311621310185,0.09912064364534635,0.15719352092602462,0.10942446653830205,0.04133847873859151,0.1203210381451104,0.23738240823188173,0.09507948967799258,0.09613184717871974,0.10294194556548047,0.082992101880912,0.05195225954207207]","[0.0625,0.0125,0.1,0.05625,0.05625,0.05625,0.025,0.025,0.11875,0.01875,0.00625,0.10625,0.0375,0.075,0.09375,-0.0125,0.15625,0.04375,-0.025,0.08125,0.0625,0.09375,0.0375,0.1125,0.1625,0.06875,0.03125,0.09375,0.0875,-0.00625]"
13000,182981,0.1925132521221713,0.01847043213860576,250.0,0.2506785544441778,0.7309331369143236,collectif,4.686749790519734,1.9145073930929892,0.832391624519107,0.01875,-0.002646262297745615,1,"[-0.002646262297745615]","[0.01875]"
13000,182981,0.12316381016685929,0.018976693849707623,221.2189469153823,0.2135820539591328,0.16487511809453842,collectif,2.967441308002071,1.619314197707941,0.946693152624688,0.025,0.21432034959148638,30,"[0.29405013570746535,0.23160286351567258,0.20498538449809048,0.21092629374701086,0.2241775264032428,0.15852112772387542,0.19678364474832394,0.13193802632980103,0.24362222958260205,0.18598499757716194,0.3132754020215465,0.20446868728779372,0.30200685709987135,0.14751232510228807,0.3268731328638627,0.20625963681358378,0.2976368007527389,0.24770348822875504,0.2691064345660498,0.21771440543596188,0.23934498870119864,0.165165623601266,0.23265952994119396,0.12796872156233796,0.15952198787136398,0.21864788637255916,0.12142816736592567,0.05668274195838972,0.2515127636954497,0.15890731221388646]","[-0.0125,0.03125,0.025,0.0125,0.05,0.025,0.06875,-0.05,0.05625,-0.0625,0.06875,0.01875,0.05625,0.01875,0.1,0.0375,0.06875,-0.01875,0.09375,0.05625,0.04375,-0.025,0.00625,0.0,0.05,-0.0125,-0.0125,-0.0125,0.075,0.0]"
13000,182981,0.10004114448167276,0.02,249.8388901291528,0.21865405221505418,0.007646497051741559,collectif,4.022863956181258,1.6429731348385237,0.9927649286583743,0.025,0.0796802334069368,1,"[0.0796802334069368]","[0.025]"
13000,182981,0.3097069119018846,0.02,249.6967461964054,0.5577138002158808,0.0,collectif,5.0,0.3683774649341216,1.0,-0.321875,-0.024521829265692963,30,"[-0.07858227166872574,0.015770152053107743,-0.07370605158231937,-0.09121001242183165,0.06908282854048757,0.04445802264953863,-0.08544273366483958,-0.08654054847975418,-0.015547698167371678,-0.009080985785866792,0.25831409199445476,-0.06966746819366479,0.032475279906303,-0.06993981751594563,0.12660358981575037,-0.02209457937469599,-0.160004914371377,-0.11333160428880996,0.022240133824511076,0.0010627666688279767,-0.038297082486968725,-0.2008561723143279,-0.026949079156689933,0.026777692115253587,-0.17304409999531908,0.008984807570312045,-0.05987341696136956,0.10926814332515113,0.14141017441942902,-0.1036921096945159]","[-0.3375,-0.3125,-0.33125,-0.375,-0.30625,-0.31875,-0.34375,-0.35,-0.26875,-0.33125,-0.25625,-0.3875,-0.31875,-0.375,-0.325,-0.29375,-0.3125,-0.34375,-0.275,-0.29375,-0.30625,-0.35625,-0.275,-0.34375,-0.35625,-0.29375,-0.34375,-0.3,-0.3,-0.3625]"
13000,182981,0.2226670056175165,0.01966822870378384,249.76732325057898,0.5606929522753424,0.4271755830195904,collectif,2.3136733497872966,1.9899501909618076,0.9834189417085853,0.025,-0.1655572308050187,1,"[-0.1655572308050187]","[0.025]"
13000,182981,0.23180918693774683,0.019998288512374143,250.0,0.4698340877394598,0.7747961932880243,collectif,3.6591990218262236,2.0,1.0,0.10625,-0.0984053585040373,1,"[-0.0984053585040373]","[0.10625]"
13000,182981,0.11291711748332126,0.011581862056737556,250.0,0.23432228516160816,0.6228506579135896,collectif,4.894221783914041,1.6049413838610187,0.4458908721408783,-0.184375,0.11618394848621888,2,"[0.12985612174856612,0.10251177522387163]","[-0.16875,-0.2]"
