Base,RainFall (645 mm),Faidherbia (6 / ha),LSU +25%,LSU Full capacity,Crop residue,Rotation Millet-Groundhut,Grazing anywhere anytime,No solidarity,Use own fallow permitted
98.00999999999932,98.00999999999932,98.00999999999932,98.00999999999932,98.00999999999932,98.00999999999932,98.00999999999932,98.00999999999932,98.00999999999932,98.00999999999932
97.02990000000048,97.02990000000048,97.02990000000048,97.02990000000048,97.02990000000048,97.02990000000048,97.02990000000048,97.02990000000048,97.02990000000048,97.02990000000048
96.0596010000006,96.0596010000006,96.0596010000006,96.0596010000006,96.0596010000006,96.0596010000006,96.0596010000006,96.0596010000006,96.0596010000006,96.0596010000006
95.09900498999947,95.09900498999947,95.09900498999947,95.09900498999947,95.09900498999947,95.09900498999947,95.09900498999947,95.09900498999947,95.09900498999947,95.09900498999947
94.14801494009971,94.14801494009971,94.14801494009971,94.14801494009971,94.14801494009971,94.14801494009971,94.14801494009971,94.14801494009971,94.14801494009971,94.14801494009971
93.2065347906983,93.2065347906983,93.2065347906983,93.2065347906983,93.2065347906983,93.2065347906983,93.2065347906983,93.2065347906983,93.2065347906983,93.2065347906983
92.27446944279266,92.27446944279266,92.27446944279266,92.27446944279266,92.27446944279266,92.27446944279266,92.27446944279266,92.27446944279266,92.27446944279266,92.27446944279266
91.35172474836432,91.35172474836432,91.35172474836432,91.35172474836432,91.35172474836432,91.35172474836432,91.35172474836432,91.35172474836432,91.35172474836432,91.35172474836432
90.43820750088001,90.43820750088001,90.43820750088001,90.43820750088001,90.43820750088001,90.43820750088001,90.43820750088001,90.43820750088001,90.43820750088001,90.43820750088001
89.53382542587138,89.53382542587138,89.53382542587138,89.53382542587138,89.53382542587138,89.53382542587138,89.53382542587138,89.53382542587138,89.53382542587138,89.53382542587138
88.63848717161352,88.63848717161352,88.63848717161352,88.63848717161352,88.63848717161352,88.63848717161352,88.63848717161352,88.63848717161352,88.63848717161352,88.63848717161352
87.75210229989634,87.75210229989634,87.75210229989634,87.75210229989634,87.75210229989634,87.75210229989634,87.75210229989634,87.75210229989634,87.75210229989634,87.75210229989634
86.87458127689757,86.87458127689757,86.87458127689757,86.87458127689757,86.87458127689757,86.87458127689757,86.87458127689757,86.87458127689757,86.87458127689757,86.87458127689757
86.00583546412938,86.00583546412938,86.00583546412938,86.00583546412938,86.00583546412938,86.00583546412938,86.00583546412938,86.00583546412938,86.00583546412938,86.00583546412938
85.14577710948734,85.14577710948734,85.14577710948734,85.14577710948734,85.14577710948734,85.14577710948734,85.14577710948734,85.14577710948734,85.14577710948734,85.14577710948734
84.29431933839332,84.29431933839332,84.29431933839332,84.29431933839332,84.29431933839332,84.29431933839332,84.29431933839332,84.29431933839332,84.29431933839332,84.29431933839332
83.45137614500818,83.45137614500818,83.45137614500818,83.45137614500818,83.45137614500818,83.45137614500818,83.45137614500818,83.45137614500818,83.45137614500818,83.45137614500818
82.6168623835584,82.6168623835584,82.6168623835584,82.6168623835584,82.6168623835584,82.6168623835584,82.6168623835584,82.6168623835584,82.6168623835584,82.6168623835584
81.79069375972267,81.79069375972267,81.79069375972267,81.79069375972267,81.79069375972267,81.79069375972267,81.79069375972267,81.79069375972267,81.79069375972267,81.79069375972267
80.97278682212618,80.97278682212618,80.97278682212618,80.97278682212618,80.97278682212618,80.97278682212618,80.97278682212618,80.97278682212618,80.97278682212618,80.97278682212618
80.16305895390514,80.16305895390514,80.16305895390514,80.16305895390514,80.16305895390514,80.16305895390514,80.16305895390514,80.16305895390514,80.16305895390514,80.16305895390514
79.36142836436555,79.36142836436555,79.36142836436555,79.36142836436555,79.36142836436555,79.36142836436555,79.36142836436555,79.36142836436555,79.36142836436555,79.36142836436555
78.56781408072153,78.56781408072153,78.56781408072153,78.56781408072153,78.56781408072153,78.56781408072153,78.56781408072153,78.56781408072153,78.56781408072153,78.56781408072153
77.78213593991426,77.78213593991426,77.78213593991426,77.78213593991426,77.78213593991426,77.78213593991426,77.78213593991426,77.78213593991426,77.78213593991426,77.78213593991426
77.00431458051507,77.00431458051507,77.00431458051507,77.00431458051507,77.00431458051507,77.00431458051507,77.00431458051507,77.00431458051507,77.00431458051507,77.00431458051507
76.23427143471051,76.23427143471051,76.23427143471051,76.23427143471051,76.23427143471051,76.23427143471051,76.23427143471051,76.23427143471051,76.23427143471051,76.23427143471051
75.47192872036278,75.47192872036278,75.47192872036278,75.47192872036278,75.47192872036278,75.47192872036278,75.47192872036278,75.47192872036278,75.47192872036278,75.47192872036278
74.7172094331593,74.7172094331593,74.7172094331593,74.7172094331593,74.7172094331593,74.7172094331593,74.7172094331593,74.7172094331593,74.7172094331593,74.7172094331593
73.97003733882839,73.97003733882839,73.97003733882839,73.97003733882839,73.97003733882839,73.97003733882839,73.97003733882839,73.97003733882839,73.97003733882839,73.97003733882839
73.23033696544,73.23033696544,73.23033696544,73.23033696544,73.23033696544,73.23033696544,73.23033696544,73.23033696544,73.23033696544,73.23033696544
72.49803359578532,72.49803359578532,72.49803359578532,72.49803359578532,72.49803359578532,72.49803359578532,72.49803359578532,72.49803359578532,72.49803359578532,72.49803359578532
71.77305325982768,71.77305325982768,71.77305325982768,71.77305325982768,71.77305325982768,71.77305325982768,71.77305325982768,71.77305325982768,71.77305325982768,71.77305325982768
71.05532272722878,71.05532272722878,71.05532272722878,71.05532272722878,71.05532272722878,71.05532272722878,71.05532272722878,71.05532272722878,71.05532272722878,71.05532272722878
70.34476949995687,70.34476949995687,70.34476949995687,70.34476949995687,70.34476949995687,70.34476949995687,70.34476949995687,70.34476949995687,70.34476949995687,70.34476949995687
69.64132180495686,69.64132180495686,69.64132180495686,69.64132180495686,69.64132180495686,69.64132180495686,69.64132180495686,69.64132180495686,69.64132180495686,69.64132180495686
68.9449085869079,68.9449085869079,68.9449085869079,68.9449085869079,68.9449085869079,68.9449085869079,68.9449085869079,68.9449085869079,68.9449085869079,68.9449085869079
68.25545950103832,68.25545950103832,68.25545950103832,68.25545950103832,68.25545950103832,68.25545950103832,68.25545950103832,68.25545950103832,68.25545950103832,68.25545950103832
67.57290490602828,67.57290490602828,67.57290490602828,67.57290490602828,67.57290490602828,67.57290490602828,67.57290490602828,67.57290490602828,67.57290490602828,67.57290490602828
66.89717585696788,66.89717585696788,66.89717585696788,66.89717585696788,66.89717585696788,66.89717585696788,66.89717585696788,66.89717585696788,66.89717585696788,66.89717585696788
66.2282040983988,66.2282040983988,66.2282040983988,66.2282040983988,66.2282040983988,66.2282040983988,66.2282040983988,66.2282040983988,66.2282040983988,66.2282040983988
65.56592205741478,65.56592205741478,65.56592205741478,65.56592205741478,65.56592205741478,65.56592205741478,65.56592205741478,65.56592205741478,65.56592205741478,65.56592205741478
64.91026283684047,64.91026283684047,64.91026283684047,64.91026283684047,64.91026283684047,64.91026283684047,64.91026283684047,64.91026283684047,64.91026283684047,64.91026283684047
64.26116020847223,64.26116020847223,64.26116020847223,64.26116020847223,64.26116020847223,64.26116020847223,64.26116020847223,64.26116020847223,64.26116020847223,64.26116020847223
63.618548606387485,63.618548606387485,63.618548606387485,63.618548606387485,63.618548606387485,63.618548606387485,63.618548606387485,63.618548606387485,63.618548606387485,63.618548606387485
62.98236312032307,62.98236312032307,62.98236312032307,62.98236312032307,62.98236312032307,62.98236312032307,62.98236312032307,62.98236312032307,62.98236312032307,62.98236312032307
62.352539489119906,62.352539489119906,62.352539489119906,62.352539489119906,62.352539489119906,62.352539489119906,62.352539489119906,62.352539489119906,62.352539489119906,62.352539489119906
61.72901409422889,61.72901409422889,61.72901409422889,61.72901409422889,61.72901409422889,61.72901409422889,61.72901409422889,61.72901409422889,61.72901409422889,61.72901409422889
61.11172395328678,61.11172395328678,61.11172395328678,61.11172395328678,61.11172395328678,61.11172395328678,61.11172395328678,61.11172395328678,61.11172395328678,61.11172395328678
60.500606713753534,60.500606713753534,60.500606713753534,60.500606713753534,60.500606713753534,60.500606713753534,60.500606713753534,60.500606713753534,60.500606713753534,60.500606713753534
