Base,RainFall (645 mm),Faidherbia (6 / ha),LSU +25%,LSU Full capacity,Crop residue,Rotation Millet-Groundhut,Grazing anywhere anytime,No solidarity,Use own fallow permitted
53.904418534308945,53.90441853430894,53.90441853430897,53.904418534308924,53.904418534308924,53.90441853430898,53.904418534308945,53.904418534308945,53.904418534308945,53.90441853430894
54.77174753370419,54.7717475337042,54.771747533704215,54.771747533704215,54.771747533704215,54.771747533704215,54.77174753370426,54.77174753370415,54.77174753370419,54.771747533704136
54.482770290990054,54.48277029099009,54.482770290990125,54.48277029099009,54.4827702909901,54.48277029099005,54.482770290990125,54.48277029099007,54.48277029099007,54.48277029099013
53.6918867893747,53.69188678937474,53.69188678937478,53.691886789374735,53.691886789374735,53.691886789374735,53.69188678937472,53.69188678937466,53.69188678937472,53.69188678937474
53.6047951361995,53.60479513619947,53.60479513619942,53.60479513619947,53.60479513619943,53.60479513619943,53.6047951361995,53.60479513619942,53.60479513619939,53.604795136199485
55.59780614121323,55.597806141213304,55.59780614121325,55.597806141213276,55.59780614121329,55.59780614121335,55.597806141213326,55.597806141213304,55.59780614121335,55.597806141213276
54.74126950542409,54.74126950542415,54.74126950542417,54.74126950542413,54.741269505424114,54.74126950542413,54.74126950542411,54.74126950542405,54.74126950542409,54.74126950542413
53.95959113811992,53.959591138119926,53.959591138119904,53.95959113811994,53.95959113811992,53.959591138119926,53.959591138119926,53.959591138119904,53.959591138119904,53.95959113811984
54.45481617515289,54.45481617515288,54.45481617515293,54.45481617515287,54.4548161751529,54.454816175152956,54.454816175152914,54.454816175152914,54.454816175152935,54.45481617515297
53.568027729128616,53.56802772912863,53.56802772912861,53.56802772912863,53.568027729128666,53.56802772912869,53.568027729128666,53.56802772912867,53.56802772912869,53.56802772912861
53.63800360618341,53.638003606183396,53.63800360618334,53.63800360618339,53.63800360618337,53.638003606183375,53.63800360618342,53.63800360618333,53.63800360618334,53.63800360618342
54.723329176745985,54.723329176745985,54.72332917674595,54.72332917674594,54.72332917674592,54.723329176745985,54.72332917674602,54.72332917674589,54.723329176745985,54.72332917674592
53.59408602928353,53.59408602928347,53.594086029283474,53.59408602928351,53.59408602928351,53.594086029283474,53.5940860292835,53.59408602928357,53.594086029283524,53.5940860292835
53.44150521956697,53.44150521956699,53.44150521956701,53.44150521956699,53.44150521956703,53.44150521956705,53.44150521956698,53.44150521956698,53.44150521956699,53.441505219566956
53.780558821051,53.780558821051095,53.780558821051045,53.78055882105106,53.78055882105104,53.780558821051045,53.78055882105102,53.78055882105099,53.78055882105098,53.78055882105104
53.35968632006597,53.359686320065926,53.359686320065926,53.359686320065904,53.35968632006591,53.35968632006596,53.35968632006597,53.35968632006598,53.35968632006597,53.35968632006595
53.36073179555465,53.360731795554635,53.36073179555459,53.360731795554635,53.36073179555461,53.360731795554585,53.36073179555466,53.36073179555455,53.36073179555457,53.36073179555465
53.827775101574396,53.82777510157438,53.8277751015744,53.827775101574396,53.827775101574396,53.82777510157444,53.82777510157443,53.82777510157442,53.82777510157445,53.8277751015744
52.75326369673085,52.753263696730905,52.753263696730905,52.75326369673089,52.75326369673085,52.75326369673085,52.75326369673083,52.753263696730905,52.75326369673087,52.75326369673089
53.106783029428925,53.106783029428875,53.10678302942883,53.10678302942883,53.10678302942887,53.10678302942891,53.10678302942889,53.106783029428854,53.10678302942893,53.10678302942885
53.15569501114389,53.15569501114399,53.155695011143955,53.15569501114401,53.155695011143976,53.155695011144005,53.15569501114397,53.15569501114389,53.155695011143955,53.15569501114389
52.30461789959864,52.3046178995986,52.30461789959868,52.304617899598675,52.304617899598654,52.304617899598604,52.30461789959863,52.30461789959862,52.30461789959858,52.30461789959864
53.090533317009644,53.090533317009644,53.09053331700961,53.09053331700959,53.09053331700966,53.09053331700962,53.09053331700963,53.0905333170096,53.09053331700966,53.0905333170096
53.19911145769079,53.199111457690805,53.19911145769078,53.199111457690805,53.19911145769079,53.199111457690805,53.19911145769082,53.199111457690876,53.19911145769084,53.19911145769077
52.26373379183502,52.26373379183502,60.263733791835044,52.26373379183506,52.26373379183506,52.26373379183503,52.263733791835065,52.263733791835044,52.26373379183509,52.263733791835044
52.27402597151858,52.38108088443683,60.31402323529859,53.70464496703025,55.992817015271086,47.59741527392219,49.93012664272668,53.643599291885536,54.42581327075848,52.316125810725275
53.1551634861602,52.94815686880136,60.9665424589075,55.262969601138984,59.94666849880652,45.599931726792725,55.38684092524973,54.36296233964845,55.08075317409591,52.63644594729052
52.420227166158725,52.54540394761969,60.54523838326982,54.695129080957756,59.96681413142766,44.99139746280337,49.31479109452858,54.263790669025894,55.11734720108172,52.2490482961094
52.16679282100347,52.60125701298368,60.61695730599474,54.4754343516061,59.812853794702214,45.0149045978679,55.178811838226316,54.75779284318566,55.03228668389056,51.95494475205253
52.804120216576614,53.059830751705974,61.177152958397706,55.23760256012067,60.63524970702008,45.45612799627588,48.90095549281086,55.31876352285719,55.160092649000596,52.470644021942014
52.09281835554132,52.496482500591576,60.51762552495363,54.41068059354025,59.368337052664984,44.58854184804705,54.62997371455435,54.90422763823353,55.04934496955475,51.8562687101971
51.806102928450976,52.475440545930454,60.419059651729995,53.99330361856159,58.51153635255807,44.44630180460841,48.115197967991925,54.802597444690306,55.008160923383336,51.55934368159196
52.11653521743502,52.78147792286763,60.43985646819013,54.082626683978155,58.620110407942654,43.848824222310014,54.00182037976953,54.75392552667592,55.17126764224942,51.11659534218356
50.95309751131876,51.97817382335987,59.73260241278083,52.62717255168798,57.869737312216046,42.788538371441035,47.907127486255284,51.86872376542398,54.980290113952485,50.40412702347884
50.66623574290139,52.10716964276938,59.83961773558858,52.218802107422334,56.20590562193209,43.01004057745324,53.8322845704839,50.38565370989396,54.824345814759,50.60586031102787
50.99868325686966,52.264993885122365,59.910355208302555,52.558566795719464,55.474966262873494,42.42283523166226,48.27513070371992,50.41438582386422,55.069999244123494,51.00319944444943
50.498487074765976,50.90314445414956,58.80920539087306,51.951188992552424,54.8551290217767,41.11300955861074,53.88490093133428,50.13296540416306,55.04721547917036,50.527398650566745
50.508143058811775,50.3614824349179,58.527345767746674,52.18347894150181,54.63213595372108,41.117283950617285,48.3684194327131,50.55391509069465,54.918927781712014,50.75477412186947
50.864361418847736,50.830646337582635,58.913517813630875,52.59264436666327,54.84675589383421,41.24074074074074,53.82662107454401,50.76641889359414,55.16943185473604,51.18782453770094
50.51185106348027,50.47670823475628,58.48725459480899,52.10592518246697,54.28334860419985,40.9320987654321,48.24674096995433,50.46268506766757,55.091052830414384,50.61133291975178
50.48822427051756,50.25737316517342,58.232076212332515,52.17911725017561,54.33310308325183,41.30246913580247,54.072179465722336,50.54945560184354,54.93601555215713,50.72953185092085
50.91044123236914,50.81713355717255,58.680910609354044,52.57582725220622,54.64812667154783,41.54938271604938,48.59647606205145,50.74249360195787,54.9625432263063,51.08309290516611
50.6811306991422,50.40061869314921,58.447685406693445,51.93241844227343,53.92398185797002,41.30246913580247,54.815732079816435,50.410612654460145,54.78317694444434,50.63891534367382
50.16494763045544,50.13999385388146,58.465393271873424,51.92706680833286,53.803493432287205,41.364197530864196,48.760179780254795,50.327662392883546,54.62010702833309,50.74927349336489
50.719767464580116,50.93324685618953,59.17129276291558,52.617741043447325,54.11269575673784,41.73456790123457,55.33879166528631,50.50870549873763,54.76939688892822,51.21391063237972
50.572335294935826,50.6312822624164,58.647055982690254,51.78168819330183,53.59359863010453,41.425925925925924,48.637583256416974,50.42805179881412,54.75085491264924,50.78417200280566
50.518693084275476,50.36726981706925,58.31506608581295,51.8923114358537,53.606659826584426,41.24074074074074,55.205104829016626,50.5364606157298,54.622856011470866,50.628501715475025
51.242860860450854,50.93174432495424,58.92256137491189,52.58426831116312,53.809955723342895,41.7962962962963,48.71473169789289,50.779920538001974,54.76939688892822,51.151468805585786
50.834076929461496,50.67634625285456,58.88445200531803,51.97997588179798,53.69431747715357,41.24074074074074,55.42204317357133,50.57472015144946,54.75085491264924,50.82520442681382
