Base,RainFall (645 mm),Faidherbia (6 / ha),LSU +25%,LSU Full capacity,Crop residue,Rotation Millet-Groundhut,Grazing anywhere anytime,No solidarity,Use own fallow permitted
560.9528930439092,620.4335048898793,611.8784056407447,567.7230006540437,586.8936669907395,629.4854798396772,591.3429996756338,561.6559228720687,606.6352855346817,568.0516186101089
548.6747864539801,606.5879640399801,604.0498877519456,559.8886728301954,586.8910599276181,629.6095699174309,602.009216453454,547.0587570742407,588.2183617337371,555.6766135306596
542.7843607309931,599.5156273336436,596.7112988666831,553.3649125308023,576.5295227570374,624.0867055208892,583.0783445912479,542.9439592103822,594.5377730349624,552.2725918955733
547.2429278319019,605.8836545055876,598.8455467741807,565.4502260160891,586.2231439697358,623.929075118838,600.1713212565121,541.7649035028684,590.7875327465504,549.2261097693531
528.4815367978904,580.8717328609297,581.1870375517033,550.2278643340156,560.0009384899178,602.2699314174278,575.0234785541984,534.5547689937846,559.0866920212377,535.7134703201021
522.026579781246,577.7078377956558,581.7227993073582,536.3043279297441,557.0025301511499,606.6718223467984,601.6136132660611,530.3098156183903,568.9719446353474,532.8371910376021
528.1395962399995,582.2345462162339,580.2436905323354,550.197820047433,562.4725735870917,612.1796682083711,562.6683136183506,527.9584992043492,564.7903175615957,540.9068309111225
508.39335862660346,569.0729809256934,565.0060229023854,524.5900036437521,544.4308860376408,590.0713483265492,592.7844893817037,519.1404039190867,539.7816935747012,527.1189473324569
510.0080218369411,550.4549230364062,566.8918392069443,525.2655594156463,533.0331204106677,588.0804180024344,550.3479430941984,519.7371174113092,553.2540668787086,519.2806569957307
513.9812815165233,567.3809342612709,558.8085304665763,530.0127826808455,535.7933169325548,594.9655552491383,583.1312296962044,510.5224830861499,548.0154803396987,524.1960328564613
502.5326546202671,553.282076793943,549.650941979679,509.80912982525285,524.8263524629333,584.0742880305384,540.6988901692056,497.67477341088943,523.749637493839,509.85231927822156
