Base,RainFall (645 mm),Faidherbia (6 / ha),LSU +25%,LSU Full capacity,Crop residue,Rotation Millet-Groundhut,Grazing anywhere anytime,No solidarity,Use own fallow permitted
1.3947764226508303,1.3947764226508303,1.3947764226508303,1.3947764226508303,1.3947764226508303,1.3947764226508303,1.3947764226508303,1.3947764226508303,1.3947764226508303,1.3947764226508303
1.1480985805576358,1.1480985805576358,1.1480985805576358,1.1480985805576358,1.1480985805576358,1.1480985805576358,1.1480985805576358,1.1480985805576358,1.1480985805576358,1.1480985805576358
1.1196116564554524,1.1196116564554524,1.1196116564554524,1.1196116564554524,1.1196116564554524,1.1196116564554524,1.1196116564554524,1.1196116564554524,1.1196116564554524,1.1196116564554524
1.0851500783445858,1.0851500783445858,1.0851500783445858,1.0851500783445858,1.0851500783445858,1.0851500783445858,1.0851500783445858,1.0851500783445858,1.0851500783445858,1.0851500783445858
1.3613748945041872,1.3613748945041872,1.3613748945041872,1.3613748945041872,1.3613748945041872,1.3613748945041872,1.3613748945041872,1.3613748945041872,1.3613748945041872,1.3613748945041872
1.269124556687363,1.269124556687363,1.269124556687363,1.269124556687363,1.269124556687363,1.269124556687363,1.269124556687363,1.269124556687363,1.269124556687363,1.269124556687363
1.1626700478660699,1.1626700478660699,1.1626700478660699,1.1626700478660699,1.1626700478660699,1.1626700478660699,1.1626700478660699,1.1626700478660699,1.1626700478660699,1.1626700478660699
1.064380304452731,1.064380304452731,1.064380304452731,1.064380304452731,1.064380304452731,1.064380304452731,1.064380304452731,1.064380304452731,1.064380304452731,1.064380304452731
1.085053741024794,1.085053741024794,1.085053741024794,1.085053741024794,1.085053741024794,1.085053741024794,1.085053741024794,1.085053741024794,1.085053741024794,1.085053741024794
1.0449871798268742,1.0449871798268742,1.0449871798268742,1.0449871798268742,1.0449871798268742,1.0449871798268742,1.0449871798268742,1.0449871798268742,1.0449871798268742,1.0449871798268742
1.1771386114909466,1.1771386114909466,1.1771386114909466,1.1771386114909466,1.1771386114909466,1.1771386114909466,1.1771386114909466,1.1771386114909466,1.1771386114909466,1.1771386114909466
1.079083817033976,1.079083817033976,1.079083817033976,1.079083817033976,1.079083817033976,1.079083817033976,1.079083817033976,1.079083817033976,1.079083817033976,1.079083817033976
1.0591066409351984,1.0591066409351984,1.0591066409351984,1.0591066409351984,1.0591066409351984,1.0591066409351984,1.0591066409351984,1.0591066409351984,1.0591066409351984,1.0591066409351984
1.1242684544405588,1.1242684544405588,1.1242684544405588,1.1242684544405588,1.1242684544405588,1.1242684544405588,1.1242684544405588,1.1242684544405588,1.1242684544405588,1.1242684544405588
1.1204312773612048,1.1204312773612048,1.1204312773612048,1.1204312773612048,1.1204312773612048,1.1204312773612048,1.1204312773612048,1.1204312773612048,1.1204312773612048,1.1204312773612048
1.1025697533868517,1.1025697533868517,1.1025697533868517,1.1025697533868517,1.1025697533868517,1.1025697533868517,1.1025697533868517,1.1025697533868517,1.1025697533868517,1.1025697533868517
1.0526631066932057,1.0526631066932057,1.0526631066932057,1.0526631066932057,1.0526631066932057,1.0526631066932057,1.0526631066932057,1.0526631066932057,1.0526631066932057,1.0526631066932057
1.0734336594125773,1.0734336594125773,1.0734336594125773,1.0734336594125773,1.0734336594125773,1.0734336594125773,1.0734336594125773,1.0734336594125773,1.0734336594125773,1.0734336594125773
1.0684153381289194,1.0684153381289194,1.0684153381289194,1.0684153381289194,1.0684153381289194,1.0684153381289194,1.0684153381289194,1.0684153381289194,1.0684153381289194,1.0684153381289194
1.055508406655715,1.055508406655715,1.055508406655715,1.055508406655715,1.055508406655715,1.055508406655715,1.055508406655715,1.055508406655715,1.055508406655715,1.055508406655715
1.0591652809512253,1.0591652809512253,1.0591652809512253,1.0591652809512253,1.0591652809512253,1.0591652809512253,1.0591652809512253,1.0591652809512253,1.0591652809512253,1.0591652809512253
1.0584545734259072,1.0584545734259072,1.0584545734259072,1.0584545734259072,1.0584545734259072,1.0584545734259072,1.0584545734259072,1.0584545734259072,1.0584545734259072,1.0584545734259072
1.0892953538669718,1.0892953538669718,1.0892953538669718,1.0892953538669718,1.0892953538669718,1.0892953538669718,1.0892953538669718,1.0892953538669718,1.0892953538669718,1.0892953538669718
1.072027451834849,1.072027451834849,1.072027451834849,1.072027451834849,1.072027451834849,1.072027451834849,1.072027451834849,1.072027451834849,1.072027451834849,1.072027451834849
1.0552711448229963,1.0733000804597526,1.0934844434013018,1.0552711448229963,1.0552711448229963,1.0552711448229963,1.1384858086434502,1.0552711448229963,0.8615088756552434,1.064267444875438
1.0786681606809319,1.0696683160638143,1.079887321365753,1.0742166177066383,1.0706090068458063,1.0704132909823876,1.328921752101295,1.072735264290513,1.1308312846971111,1.077349297023694
1.0709193528471377,1.073753748397203,1.0720772924961341,1.0823936114533508,1.0730037259730874,1.100846143799082,1.2038239638785206,1.0818801675304262,1.2091634402276943,1.0797931232720408
1.0534402819969586,1.0772711020168058,1.0742767098119526,1.0617976036084686,1.063497775965055,1.0818145389189062,1.2808861664136064,1.0586691119471114,1.2859540466800499,1.0758799213724404
1.0779625012363063,1.066371933300842,1.0650488078776974,1.0893639528343377,1.0544038292318014,1.068007047841823,1.1388157757122284,1.0873488173355905,1.3245610969601804,1.0778258383752501
1.0507326288386911,1.0873670868342935,1.0870200682381066,1.0587850821659246,1.0849121473179204,1.0882663737525937,1.2189232031978865,1.061823494543584,1.3451883926383683,1.0711218621416
1.0562366161630077,1.0644463287621138,1.0631509732845832,1.0548486380361526,1.060272575079033,1.0804111305598818,1.0745597980514914,1.0533458907621542,1.327797490563293,1.0661825421339055
1.061346917835724,1.083363653680071,1.0767357536924775,1.056229210830819,1.0721280285007602,1.0812232769429326,1.1621787413380287,1.0528355127050646,1.3225970448802946,1.0691452880194017
1.0374267621973736,1.0782433874543267,1.0708156579633148,1.0486290162409027,1.071408967453082,1.0673934472523465,1.029075768405581,1.047420561059193,1.3251141359780956,1.040623657697129
1.0251253967568155,1.0595673465514026,1.0560656008387075,1.0311615295290624,1.0489320906177793,1.0559611712487451,1.125643536844955,1.021356376540455,1.3054415362980356,1.037575098687864
1.025703280790875,1.0500268237904227,1.04514558810028,1.0258342250026466,1.0388553181543299,1.0580078497111058,1.0266611483161894,1.020225899170825,1.3169419049330107,1.039436866731093
1.0135853315516128,1.0447901479577812,1.0400418990928886,1.0128502331860625,1.0215289878764342,1.0576436177705546,1.1095302301285512,1.0146385686054173,1.325017507830411,1.022452206848218
