evolution$generation,evolution$evaluated,giniParcelles,croissanceDemographique,troupeau,giniTroupeau,malusFertilite,strategiePaturage,objective$deltaPopulation,objective$deltaFertilite,evolution$samples,deltaFertilite,deltaPopulation
290,290,0.25107479778014563,0.02,250.0,0.1,0.03322759783060652,collectif,0.08125,-0.07824623614259231,1,"[-0.07824623614259231]","[0.08125]"
290,290,0.26207589722535213,0.012612434962019305,222.7726906951051,0.386996135292639,0.19810994312431052,collectif,-0.05,-0.04099673778561693,1,"[-0.04099673778561693]","[-0.05]"
290,290,0.2279928351506748,0.012555544954784337,218.047081111179,0.4068617279241573,0.21610332425097675,collectif,-0.0625,9.367849697285295E-4,1,"[9.367849697285295E-4]","[-0.0625]"
290,290,0.1858748607072321,0.01118000929931121,222.76292625892083,0.5355569467477507,0.20661180098480342,collectif,-0.05,0.008431466749778545,1,"[0.008431466749778545]","[-0.05]"
290,290,0.26215751428878514,0.011932551269437488,169.932106787676,0.3844782556051086,1.0,collectif,-0.56875,0.08309123627901516,1,"[0.08309123627901516]","[-0.56875]"
290,290,0.30696391938761947,0.0128904603238453,227.1146219474026,0.3972348713868382,0.16918094796053462,collectif,-0.08125,-0.04273804689312343,1,"[-0.04273804689312343]","[-0.08125]"
290,290,0.2622833217809295,0.012912079251802907,221.79792517522162,0.39771332367804724,0.18165737159459708,collectif,-0.1,-0.052436209740947246,1,"[-0.052436209740947246]","[-0.1]"
290,290,0.36235376929157337,0.009905719426965187,220.64110733451523,0.21333405942749023,0.21125895469719697,collectif,-0.14375,-0.013360789121420963,1,"[-0.013360789121420963]","[-0.14375]"
290,290,0.16654298995206634,0.01137065157350713,169.5472033809909,0.5736801426872726,0.2103642256198114,collectif,-0.04375,0.1206545727168576,1,"[0.1206545727168576]","[-0.04375]"
290,290,0.1268086716741438,0.00844985192595729,78.62365848242096,0.5760023524714625,0.28571843253670814,par cuisine,-0.03125,0.6409938050685807,3,"[0.6409938050685807,0.6704376219447515,0.6303119599527998]","[-0.075,-0.025,-0.03125]"
290,290,0.2582787053983754,0.014101175555699244,239.4089028493518,0.5850941805144946,0.922117932194545,par cuisine,-0.53125,0.5421878836216196,2,"[0.5677423398904525,0.5166334273527866]","[-0.56875,-0.49375]"
290,290,0.21873293220091972,0.011211055780474757,222.8868363495404,0.5332718787073966,0.2118687823825834,collectif,-0.04375,0.06637923720968479,1,"[0.06637923720968479]","[-0.04375]"
290,290,0.25274930304743226,0.02,250.0,0.14080841751922035,0.052530453919867895,collectif,0.0875,-0.042366465263757175,1,"[-0.042366465263757175]","[0.0875]"
290,290,0.2482508338305294,0.008585784830892196,163.18426095265397,0.46394299611235335,0.29353922191298776,collectif,-0.11875,0.06899769030023614,2,"[0.06525957197387411,0.07273580862659818]","[-0.08125,-0.15625]"
290,290,0.1,0.017384362253525444,139.97358274663884,0.31497882255443843,0.0,par cuisine,0.10625,0.7068102793521669,3,"[0.672636077960176,0.7068102793521669,0.7135859948340398]","[0.1125,0.10625,0.10625]"
290,290,0.14955753561049648,0.018871766539265075,103.18974040788333,0.3737973023278579,0.08731238763436844,par cuisine,0.0625,0.6442019181639805,1,"[0.6442019181639805]","[0.0625]"
290,290,0.15143705647437425,0.019166202988460605,100.19232147514136,0.3758781785070209,0.11974113292564922,par cuisine,0.1625,0.720075494549021,1,"[0.720075494549021]","[0.1625]"
290,290,0.3393378378491869,0.00967979372652092,204.56505173493454,0.3536431475399111,0.6675354926700547,collectif,-0.434375,-0.05444144501676736,2,"[-0.07477814205119529,-0.03410474798233944]","[-0.4375,-0.43125]"
290,290,0.2909994002525803,0.013004880238038316,229.3210281329338,0.39731881907925626,0.1697087298924725,collectif,-0.03125,-0.07118827042737406,1,"[-0.07118827042737406]","[-0.03125]"
290,290,0.2520086850958084,0.02,212.6768447153108,0.1647155514822577,0.13512972248511368,collectif,0.0,0.040712992236660535,1,"[0.040712992236660535]","[0.0]"
290,290,0.29446336249883737,0.012740431573981633,243.08023002410508,0.40664413890433637,0.772506181942052,collectif,-0.53125,-0.11517513901886559,2,"[-0.10480807449076208,-0.1255422035469691]","[-0.55,-0.5125]"
290,290,0.25927908942242456,0.008970241997775678,136.75454923863836,0.3266082209677049,0.2728515353563805,collectif,-0.0625,0.13127316529244923,1,"[0.13127316529244923]","[-0.0625]"
290,290,0.3626912027196999,0.009920602104350107,220.65493846145458,0.21339515419637067,0.21126684979826624,collectif,-0.14687499999999998,-0.05434048040988921,2,"[-0.06373181629463501,-0.04494914452514341]","[-0.15,-0.14375]"
290,290,0.36372633069508553,0.008847440125962756,224.8281830678558,0.20789131812270725,0.22871813158623522,par cuisine,-0.15,0.5888525420111086,1,"[0.5888525420111086]","[-0.15]"
290,290,0.2648595731353953,0.008885658175783994,153.9474935084478,0.31431688828657867,0.29091919488876283,collectif,-0.128125,0.10713381734734626,4,"[0.10284726079256205,0.09554092681467649,0.11142037390213044,0.16990723926902024]","[-0.15,-0.09375,-0.11875,-0.1375]"
290,290,0.26337670430674054,0.02,232.92768580865317,0.4027767936498132,0.16587022563062573,par cuisine,-0.05625,0.6099043490628652,1,"[0.6099043490628652]","[-0.05625]"
290,290,0.1744464951942722,0.011273096808976488,169.28788375851053,0.5395395647131915,0.21045585387345062,collectif,0.015624999999999998,0.1372409149462402,2,"[0.09423234209472389,0.18024948779775646]","[0.04375,-0.0125]"
290,290,0.2633137478267139,0.012892803214245005,224.7923989816079,0.4014948908469339,0.1664790778781755,collectif,0.0125,-0.02284972378709269,4,"[-0.03167352583148446,-0.03942328325333822,0.0426551292316029,-0.014025921742700918]","[0.01875,0.00625,0.04375,-0.04375]"
290,290,0.15268210002688695,0.01140071757748749,170.3452905051987,0.548153952536934,0.21266777158084027,collectif,0.028124999999999997,0.17769041901074156,4,"[0.1428376974873221,0.20158097920971796,0.15379985881176517,0.2150801241336699]","[-0.04375,0.04375,0.0125,0.05625]"
290,290,0.2178649465473051,0.013045153948343277,215.50450131858636,0.40856282812361433,0.22160758656064933,collectif,0.03125,0.05812295846256857,1,"[0.05812295846256857]","[0.03125]"
290,290,0.49548187450191095,0.011631145223220197,216.7504538864489,0.5288536793801784,0.5476861016568939,collectif,-0.425,-0.001952147029123626,3,"[0.09526972444409688,-0.001952147029123626,-0.031298479442718755]","[-0.425,-0.44375,-0.39375]"
290,290,0.2510721631375403,0.02,250.0,0.4020698450324163,0.0,collectif,0.11875,-0.06883487752402491,1,"[-0.06883487752402491]","[0.11875]"
290,290,0.37517923380542684,0.014342874729950675,222.66026598887342,0.22473881089990985,0.21326506507797327,mixte,-0.20625,0.1229340039023217,1,"[0.1229340039023217]","[-0.20625]"
